tweet,created_at,tokens
kumpar pdiperjuangan fiks inimah kang dedi mulyadi otw menang,Thu Aug 29 20:34:01 +0000 2024,"['kumpar', 'pdiperjuangan', 'fiks', 'inimah', 'kang', 'dedi', 'mulyadi', 'otw', 'menang']"
menteri hak asasi manusia ham natalius pigai bijak gubernur jawa barat dedi mulyadi kirim ajar masalah didik barak militer,Mon May 05 09:21:22 +0000 2025,"['menteri', 'hak', 'asasi', 'manusia', 'ham', 'natalius', 'pigai', 'bijak', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'kirim', 'ajar', 'masalah', 'didik', 'barak', 'militer']"
ertugrulsohib si dedi bagus sih pimpin kadang lihat medsos orang aneh ya jenis rk,Wed Nov 27 16:00:40 +0000 2024,"['ertugrulsohib', 'si', 'dedi', 'bagus', 'sih', 'pimpin', 'kadang', 'lihat', 'medsos', 'orang', 'aneh', 'ya', 'jenis', 'rk']"
bijak dedi mulyadi kirim murid barak militer iswadi didik hilang arah disiplin nilai utama militer didik anakanak latar sosial kompleks prabowo gibrantweet setkabgoid spbi,Mon May 05 10:45:54 +0000 2025,"['bijak', 'dedi', 'mulyadi', 'kirim', 'murid', 'barak', 'militer', 'iswadi', 'didik', 'hilang', 'arah', 'disiplin', 'nilai', 'utama', 'militer', 'didik', 'anakanak', 'latar', 'sosial', 'kompleks', 'prabowo', 'gibrantweet', 'setkabgoid', 'spbi']"
siswa nakal dedi mulyadi latih cari kerja barak militer,Mon May 05 11:00:02 +0000 2025,"['siswa', 'nakal', 'dedi', 'mulyadi', 'latih', 'cari', 'kerja', 'barak', 'militer']"
curhat gubernur kaltim rudy masud jalan aspal daerah dedi mulyadi respons tribunkaltim,Mon May 05 10:49:14 +0000 2025,"['curhat', 'gubernur', 'kaltim', 'rudy', 'masud', 'jalan', 'aspal', 'daerah', 'dedi', 'mulyadi', 'respons', 'tribunkaltim']"
sandyuda denger nama genz mulyadi,Mon Oct 28 11:41:58 +0000 2024,"['sandyuda', 'denger', 'nama', 'genz', 'mulyadi']"
suprot dedimulyadi gubernur warga jawa barat suprott bijak pro rakyat jawa barat kagak semprot emak jabarmaju kang dedi mulyadi,Mon May 05 07:23:56 +0000 2025,"['suprot', 'dedimulyadi', 'gubernur', 'warga', 'jawa', 'barat', 'suprott', 'bijak', 'pro', 'rakyat', 'jawa', 'barat', 'kagak', 'semprot', 'emak', 'jabarmaju', 'kang', 'dedi', 'mulyadi']"
itsmeerniie dedi corbuzier bund,Thu Nov 28 13:09:31 +0000 2024,"['itsmeerniie', 'dedi', 'corbuzier', 'bund']"
resident playbook nambah box bayi gf gabisa udah penuh bf kang dedi mulyadi,Mon May 05 08:57:10 +0000 2025,"['resident', 'playbook', 'nambah', 'box', 'bayi', 'gf', 'gabisa', 'udah', 'penuh', 'bf', 'kang', 'dedi', 'mulyadi']"
resident playbook tamat judul kdrama korea tuh gada masamasa pdkt ya suka orang chattan gitu biar tau lawan suka nembak sat set langsung ngajak pacar kang dedi mulyadi,Mon May 05 07:12:52 +0000 2025,"['resident', 'playbook', 'tamat', 'judul', 'kdrama', 'korea', 'tuh', 'gada', 'masamasa', 'pdkt', 'ya', 'suka', 'orang', 'chattan', 'gitu', 'biar', 'tau', 'lawan', 'suka', 'nembak', 'sat', 'set', 'langsung', 'ngajak', 'pacar', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi kira mas duta,Mon May 05 08:54:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kira', 'mas', 'duta']"
keluar bijak kirim siswa masalah jawa berat jalan latih militer gubernur jawa barat dedi mulyadi rencana kirim warga jawa barat masalah barak militer militer jawabarat kebijakanpublik asumsico,Mon May 05 04:47:45 +0000 2025,"['keluar', 'bijak', 'kirim', 'siswa', 'masalah', 'jawa', 'berat', 'jalan', 'latih', 'militer', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'rencana', 'kirim', 'warga', 'jawa', 'barat', 'masalah', 'barak', 'militer', 'militer', 'jawabarat', 'kebijakanpublik', 'asumsico']"
percoyo kevin diks mulyadi aka kang dedi mulyadi seng aneh,Mon May 05 07:14:18 +0000 2025,"['percoyo', 'kevin', 'diks', 'mulyadi', 'aka', 'kang', 'dedi', 'mulyadi', 'seng', 'aneh']"
wts i m selling some of my books kondisi kuning layak baca replydm utk nanya lets go,Mon May 05 04:36:11 +0000 2025,"['wts', 'i', 'm', 'selling', 'some', 'of', 'my', 'books', 'kondisi', 'kuning', 'layak', 'baca', 'replydm', 'utk', 'nanya', 'lets', 'go']"
kang dedi mulyadi pantau langsung siswa masalah kirim barak militer siswa semangat gizi sehat penuh kangdedimulyadi gubernurjabar barakmiliter siswabermasalah societyreview societyreviewindonesia,Mon May 05 06:54:15 +0000 2025,"['kang', 'dedi', 'mulyadi', 'pantau', 'langsung', 'siswa', 'masalah', 'kirim', 'barak', 'militer', 'siswa', 'semangat', 'gizi', 'sehat', 'penuh', 'kangdedimulyadi', 'gubernurjabar', 'barakmiliter', 'siswabermasalah', 'societyreview', 'societyreviewindonesia']"
kang dedi mulyadi handsome guys tumben kompak seru kuis gin,Mon May 05 08:28:44 +0000 2025,"['kang', 'dedi', 'mulyadi', 'handsome', 'guys', 'tumben', 'kompak', 'seru', 'kuis', 'gin']"
anak nakal gubernur jawa barat dedi mulyadi buka siswa gemulai didik militer biar tegap tanggap komentar netizen puluh siswa masalah gembleng barak mei,Mon May 05 06:41:11 +0000 2025,"['anak', 'nakal', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'buka', 'siswa', 'gemulai', 'didik', 'militer', 'biar', 'tegap', 'tanggap', 'komentar', 'netizen', 'puluh', 'siswa', 'masalah', 'gembleng', 'barak', 'mei']"
semalem gue bilang anak gue aca rewel daftarin barak kang dedi mulyadi loh anak gue tetep rewel,Mon May 05 05:02:22 +0000 2025,"['semalem', 'gue', 'bilang', 'anak', 'gue', 'aca', 'rewel', 'daftarin', 'barak', 'kang', 'dedi', 'mulyadi', 'loh', 'anak', 'gue', 'tetep', 'rewel']"
menteri sosial saifullah yusuf respons wacana lontar gubernur jawa barat jawa barat dedi mulyadi kait syarat terima bantu sosial bansos salah ide usul dedi mulyadi jadi vasektomi prasyarat keluarga terima manfaat,Mon May 05 05:28:13 +0000 2025,"['menteri', 'sosial', 'saifullah', 'yusuf', 'respons', 'wacana', 'lontar', 'gubernur', 'jawa', 'barat', 'jawa', 'barat', 'dedi', 'mulyadi', 'kait', 'syarat', 'terima', 'bantu', 'sosial', 'bansos', 'salah', 'ide', 'usul', 'dedi', 'mulyadi', 'jadi', 'vasektomi', 'prasyarat', 'keluarga', 'terima', 'manfaat']"
adolf d nya dedi sieg,Mon May 05 06:20:17 +0000 2025,"['adolf', 'd', 'nya', 'dedi', 'sieg']"
kohgitu transfer dedi,Mon Jan 15 14:39:59 +0000 2024,"['kohgitu', 'transfer', 'dedi']"
mui imbau muslim tolak bansos dedi mulyadi vasektomi insya allah rezeki berita lengkap klik,Mon May 05 02:54:00 +0000 2025,"['mui', 'imbau', 'muslim', 'tolak', 'bansos', 'dedi', 'mulyadi', 'vasektomi', 'insya', 'allah', 'rezeki', 'berita', 'lengkap', 'klik']"
panggil obama dedi mulyadi kirim barack,Mon May 05 07:14:45 +0000 2025,"['panggil', 'obama', 'dedi', 'mulyadi', 'kirim', 'barack']"
gubernur jawa barat dedi mulyadi kirim siswasiswi smasmk doyan main game barak tni gembleng nomor pkkesra idntimesjabar,Mon May 05 07:15:42 +0000 2025,"['gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'kirim', 'siswasiswi', 'smasmk', 'doyan', 'main', 'game', 'barak', 'tni', 'gembleng', 'nomor', 'pkkesra', 'idntimesjabar']"
dedi mulyadi kirim ajar barak militer psikolog remaja butuh didik moral disiplin,Mon May 05 06:46:20 +0000 2025,"['dedi', 'mulyadi', 'kirim', 'ajar', 'barak', 'militer', 'psikolog', 'remaja', 'butuh', 'didik', 'moral', 'disiplin']"
dedi mulyadi mohon ruang baik anakanak jawa barat,Mon May 05 07:11:40 +0000 2025,"['dedi', 'mulyadi', 'mohon', 'ruang', 'baik', 'anakanak', 'jawa', 'barat']"
dedi mulyadi rencana sasar target program didik militer barak tni ajar masalah dedi bicara program sasar orang dewasa siswa gemulai gimana tribuners lengkap klik,Mon May 05 06:04:39 +0000 2025,"['dedi', 'mulyadi', 'rencana', 'sasar', 'target', 'program', 'didik', 'militer', 'barak', 'tni', 'ajar', 'masalah', 'dedi', 'bicara', 'program', 'sasar', 'orang', 'dewasa', 'siswa', 'gemulai', 'gimana', 'tribuners', 'lengkap', 'klik']"
dedi mulyadipara netizen turun gunung kritik elit kpaikomnas ham via youtube,Mon May 05 06:57:55 +0000 2025,"['dedi', 'mulyadipara', 'netizen', 'turun', 'gunung', 'kritik', 'elit', 'kpaikomnas', 'ham', 'via', 'youtube']"
kang dedi mulyadi gubernur konten bijak kritik pihakpihak maju kang dedi mulyadi kang dedi mulyadi ancam bagai oknum a thread,Mon May 05 00:57:47 +0000 2025,"['kang', 'dedi', 'mulyadi', 'gubernur', 'konten', 'bijak', 'kritik', 'pihakpihak', 'maju', 'kang', 'dedi', 'mulyadi', 'kang', 'dedi', 'mulyadi', 'ancam', 'bagai', 'oknum', 'a', 'thread']"
moment haru kunjung orang tua temu anak didik camp khusus program kang dedi mulyadi selamat pagi aamiin anak anak soleh,Sun May 04 23:16:24 +0000 2025,"['moment', 'haru', 'kunjung', 'orang', 'tua', 'temu', 'anak', 'didik', 'camp', 'khusus', 'program', 'kang', 'dedi', 'mulyadi', 'selamat', 'pagi', 'aamiin', 'anak', 'anak', 'soleh']"
selamat pagi juang nafkah kang dedi mulyadi miskin gaya orang pikir renung orang pikir singgung,Mon May 05 00:10:21 +0000 2025,"['selamat', 'pagi', 'juang', 'nafkah', 'kang', 'dedi', 'mulyadi', 'miskin', 'gaya', 'orang', 'pikir', 'renung', 'orang', 'pikir', 'singgung']"
barak dedi non kombunzet,Mon May 05 02:46:49 +0000 2025,"['barak', 'dedi', 'non', 'kombunzet']"
kali bersingunggungan konten kandung unsur dedi mulyadi dedi mulyadi bahaya bentuk engagement besar nama orang penasaran gitu suka mayoritas rakyat,Mon May 05 01:25:29 +0000 2025,"['kali', 'bersingunggungan', 'konten', 'kandung', 'unsur', 'dedi', 'mulyadi', 'dedi', 'mulyadi', 'bahaya', 'bentuk', 'engagement', 'besar', 'nama', 'orang', 'penasaran', 'gitu', 'suka', 'mayoritas', 'rakyat']"
kang dedi mulyadi niat didik anak bikin sekolah taruna alias semimiliter ya sekolah taruna siswa dpt dik militer kasih ilmu sesuai kurikulum barak emang ajar materi sesuai kurikulum gua sih ya,Mon May 05 02:24:20 +0000 2025,"['kang', 'dedi', 'mulyadi', 'niat', 'didik', 'anak', 'bikin', 'sekolah', 'taruna', 'alias', 'semimiliter', 'ya', 'sekolah', 'taruna', 'siswa', 'dpt', 'dik', 'militer', 'kasih', 'ilmu', 'sesuai', 'kurikulum', 'barak', 'emang', 'ajar', 'materi', 'sesuai', 'kurikulum', 'gua', 'sih', 'ya']"
judul edit judul artikel dedi mulyadi jadi vasektomi syarat terima bansos,Sun May 04 23:44:18 +0000 2025,"['judul', 'edit', 'judul', 'artikel', 'dedi', 'mulyadi', 'jadi', 'vasektomi', 'syarat', 'terima', 'bansos']"
beda kang dedi mulyadi jokowi kang dedi mulyadi lengkap public speaking bagus head to head anies level advance belio mudah masuk grassroot,Mon May 05 03:44:48 +0000 2025,"['beda', 'kang', 'dedi', 'mulyadi', 'jokowi', 'kang', 'dedi', 'mulyadi', 'lengkap', 'public', 'speaking', 'bagus', 'head', 'to', 'head', 'anies', 'level', 'advance', 'belio', 'mudah', 'masuk', 'grassroot']"
woy anwar ayah gua gua lu stop dah nontonin kang dedi mulyadi terusss,Mon May 05 01:38:12 +0000 2025,"['woy', 'anwar', 'ayah', 'gua', 'gua', 'lu', 'stop', 'dah', 'nontonin', 'kang', 'dedi', 'mulyadi', 'terusss']"
bijak kang dedi mulyadi,Mon May 05 03:33:58 +0000 2025,"['bijak', 'kang', 'dedi', 'mulyadi']"
kang dedi mulyadi kafir laknat kejam mulyono bangsat,Mon May 05 03:52:30 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kafir', 'laknat', 'kejam', 'mulyono', 'bangsat']"
oanjirrrrr kmd tuh kmyday gue kang mulyadi dedi gue bingung anjir intervensi kang dedi mulyadi,Sun May 04 22:14:19 +0000 2025,"['oanjirrrrr', 'kmd', 'tuh', 'kmyday', 'gue', 'kang', 'mulyadi', 'dedi', 'gue', 'bingung', 'anjir', 'intervensi', 'kang', 'dedi', 'mulyadi']"
kayak imej dedimulyadi problematik menggebugebu ngefans kang dedi mulyadi,Mon May 05 01:44:55 +0000 2025,"['kayak', 'imej', 'dedimulyadi', 'problematik', 'menggebugebu', 'ngefans', 'kang', 'dedi', 'mulyadi']"
dimanamana lihat berita kang dedi mulyadi judging kerja kang dedi mulyadi gimana karna bilang citra kang dedi mulyadi kaya jokowi turut engga jokowi kalem kang dedi mulyadi boomer kaya standard org tua banyak,Mon May 05 03:03:35 +0000 2025,"['dimanamana', 'lihat', 'berita', 'kang', 'dedi', 'mulyadi', 'judging', 'kerja', 'kang', 'dedi', 'mulyadi', 'gimana', 'karna', 'bilang', 'citra', 'kang', 'dedi', 'mulyadi', 'kaya', 'jokowi', 'turut', 'engga', 'jokowi', 'kalem', 'kang', 'dedi', 'mulyadi', 'boomer', 'kaya', 'standard', 'org', 'tua', 'banyak']"
kang dedi mulyadi ni cerdik mainmain lempar statement wajib vasektomi syarat bansos biar perempuan beban tuju dukung kelompok progresif finis korslet gerak lempar,Mon May 05 04:05:05 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ni', 'cerdik', 'mainmain', 'lempar', 'statement', 'wajib', 'vasektomi', 'syarat', 'bansos', 'biar', 'perempuan', 'beban', 'tuju', 'dukung', 'kelompok', 'progresif', 'finis', 'korslet', 'gerak', 'lempar']"
lanang og kakean cangkem,Mon May 05 04:09:34 +0000 2025,"['lanang', 'og', 'kakean', 'cangkem']"
ken beli iphone warna pink inget kang dedi mulyadi miskin gausah gaya,Mon May 05 03:06:17 +0000 2025,"['ken', 'beli', 'iphone', 'warna', 'pink', 'inget', 'kang', 'dedi', 'mulyadi', 'miskin', 'gausah', 'gaya']"
rony parulian tumpah isi hati debut album rahasia,Mon May 05 03:22:52 +0000 2025,"['rony', 'parulian', 'tumpah', 'isi', 'hati', 'debut', 'album', 'rahasia']"
pinternya kang dedi mulyadi nakal remaja bijak doi ngirim anak masalah barak top of mind bijak lepas kontroversi bijak tsb,Mon May 05 03:41:51 +0000 2025,"['pinternya', 'kang', 'dedi', 'mulyadi', 'nakal', 'remaja', 'bijak', 'doi', 'ngirim', 'anak', 'masalah', 'barak', 'top', 'of', 'mind', 'bijak', 'lepas', 'kontroversi', 'bijak', 'tsb']"
gue syukur yah allah engkau moga depan ya allah titip hamba juang dunia akhirat,Mon May 05 02:39:56 +0000 2025,"['gue', 'syukur', 'yah', 'allah', 'engkau', 'moga', 'depan', 'ya', 'allah', 'titip', 'hamba', 'juang', 'dunia', 'akhirat']"
gubernur kaltim kemarin ngatain kang dedi mulyadi orang golkar ya anggota dpr periode mah bro kang dedi mulyadi heheheh,Mon May 05 01:21:19 +0000 2025,"['gubernur', 'kaltim', 'kemarin', 'ngatain', 'kang', 'dedi', 'mulyadi', 'orang', 'golkar', 'ya', 'anggota', 'dpr', 'periode', 'mah', 'bro', 'kang', 'dedi', 'mulyadi', 'heheheh']"
cc dedy mulyadi,Sun May 04 23:08:42 +0000 2025,"['cc', 'dedy', 'mulyadi']"
wacana kontroversi cuat gubernur jawa barat dedi mulyadi tinjau program didik disiplin siswa resimen armed kostrad purwakarta lontar ide kirim warga dewasa masalah barak militer langkah,Mon May 05 00:04:23 +0000 2025,"['wacana', 'kontroversi', 'cuat', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'tinjau', 'program', 'didik', 'disiplin', 'siswa', 'resimen', 'armed', 'kostrad', 'purwakarta', 'lontar', 'ide', 'kirim', 'warga', 'dewasa', 'masalah', 'barak', 'militer', 'langkah']"
kang dedi mulyadi tau cowocowo wajib militer korsel laku babik bocah sekolah masalah tuh bagi guru bimbing konseling direfer psikolog bawa barak brutal stress,Mon May 05 03:18:00 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tau', 'cowocowo', 'wajib', 'militer', 'korsel', 'laku', 'babik', 'bocah', 'sekolah', 'masalah', 'tuh', 'bagi', 'guru', 'bimbing', 'konseling', 'direfer', 'psikolog', 'bawa', 'barak', 'brutal', 'stress']"
purwakarta atur anak sekolah masuk jam pagi dar der dor kaya nya skrng jawa barat deh anak sekolah masuk jam nya kang dedi mulyadi nya udah mmpin jabar purwakarta dlu cma purwakarta,Mon May 05 00:06:49 +0000 2025,"['purwakarta', 'atur', 'anak', 'sekolah', 'masuk', 'jam', 'pagi', 'dar', 'der', 'dor', 'kaya', 'nya', 'skrng', 'jawa', 'barat', 'deh', 'anak', 'sekolah', 'masuk', 'jam', 'nya', 'kang', 'dedi', 'mulyadi', 'nya', 'udah', 'mmpin', 'jabar', 'purwakarta', 'dlu', 'cma', 'purwakarta']"
mabok ni orang si goblok jones maen persib cadang dedi kusnandar ajg,Mon May 05 03:04:46 +0000 2025,"['mabok', 'ni', 'orang', 'si', 'goblok', 'jones', 'maen', 'persib', 'cadang', 'dedi', 'kusnandar', 'ajg']"
resmi pemprov jawa barat larang giat study tour wisuda main game gubernur jawa barat dedi mulyadi resmi larang giat study tour wisuda satu didik wilayah jawa barat,Sun May 04 19:29:55 +0000 2025,"['resmi', 'pemprov', 'jawa', 'barat', 'larang', 'giat', 'study', 'tour', 'wisuda', 'main', 'game', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'resmi', 'larang', 'giat', 'study', 'tour', 'wisuda', 'satu', 'didik', 'wilayah', 'jawa', 'barat']"
pasang sayang udah kaya banget kakak,Sun May 04 23:35:56 +0000 2025,"['pasang', 'sayang', 'udah', 'kaya', 'banget', 'kakak']"
wts netflix hari bulan murah zonauang,Mon May 05 03:09:44 +0000 2025,"['wts', 'netflix', 'hari', 'bulan', 'murah', 'zonauang']"
bincang netizen kang dedi mulyadi channel uang nyumbang rakyat kang dedi mulyadi emang efisiensi pake anggar perintah sosialisasi program lihat plus minus sesuai kacamata si,Sun May 04 20:44:11 +0000 2025,"['bincang', 'netizen', 'kang', 'dedi', 'mulyadi', 'channel', 'uang', 'nyumbang', 'rakyat', 'kang', 'dedi', 'mulyadi', 'emang', 'efisiensi', 'pake', 'anggar', 'perintah', 'sosialisasi', 'program', 'lihat', 'plus', 'minus', 'sesuai', 'kacamata', 'si']"
y all can come to me for saying this kang dedi mulyadi kang dedi mulyadi cangkemnya enteng banget bikin aturanaturan gue performative dansatau caper,Mon May 05 02:35:10 +0000 2025,"['y', 'all', 'can', 'come', 'to', 'me', 'for', 'saying', 'this', 'kang', 'dedi', 'mulyadi', 'kang', 'dedi', 'mulyadi', 'cangkemnya', 'enteng', 'banget', 'bikin', 'aturanaturan', 'gue', 'performative', 'dansatau', 'caper']"
oke dedikasi balas chat kang dedi mulyadi ide musnah wa muka bumi gimana,Mon May 05 03:13:17 +0000 2025,"['oke', 'dedikasi', 'balas', 'chat', 'kang', 'dedi', 'mulyadi', 'ide', 'musnah', 'wa', 'muka', 'bumi', 'gimana']"
wiihhh,Sun May 04 23:27:23 +0000 2025,['wiihhh']
dedi mulyadi nyalon presiden gue pilihh,Sun May 04 17:58:18 +0000 2025,"['dedi', 'mulyadi', 'nyalon', 'presiden', 'gue', 'pilihh']"
bangun gapernah nanyain kabar kira ngerasain dipeduliin orang ya,Sun May 04 22:46:27 +0000 2025,"['bangun', 'gapernah', 'nanyain', 'kabar', 'kira', 'ngerasain', 'dipeduliin', 'orang', 'ya']"
kaya kang dedi mulyadi support vasektomi beliau anak saudara deh relate hidup keluarga anak tu struggle nya ky,Sun May 04 18:33:57 +0000 2025,"['kaya', 'kang', 'dedi', 'mulyadi', 'support', 'vasektomi', 'beliau', 'anak', 'saudara', 'deh', 'relate', 'hidup', 'keluarga', 'anak', 'tu', 'struggle', 'nya', 'ky']"
emakemak karawang lapor dedi mulyadi anak bina,Mon May 05 02:11:27 +0000 2025,"['emakemak', 'karawang', 'lapor', 'dedi', 'mulyadi', 'anak', 'bina']"
kang dedi mulyadi biji aing maha aing,Mon May 05 03:33:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'biji', 'aing', 'maha', 'aing']"
gubernur jawa barat dedi mulyadi rencana tambah kategori kirim barak militer jalan bina warga masalah kelompok orang gemulai dedimulyadi militer,Mon May 05 02:56:44 +0000 2025,"['gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'rencana', 'tambah', 'kategori', 'kirim', 'barak', 'militer', 'jalan', 'bina', 'warga', 'masalah', 'kelompok', 'orang', 'gemulai', 'dedimulyadi', 'militer']"
kelit legal paksa vasektomi herman gubernur kerja bikin gaduh sih,Mon May 05 00:33:29 +0000 2025,"['kelit', 'legal', 'paksa', 'vasektomi', 'herman', 'gubernur', 'kerja', 'bikin', 'gaduh', 'sih']"
keren nie cc jokowi kang dedi mulyadi keritik keras bansos,Mon May 05 00:13:52 +0000 2025,"['keren', 'nie', 'cc', 'jokowi', 'kang', 'dedi', 'mulyadi', 'keritik', 'keras', 'bansos']"
kang dedi mulyadi karna malam baeksang ayo drop prediksi menang kategori filmdrama,Mon May 05 01:47:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'karna', 'malam', 'baeksang', 'ayo', 'drop', 'prediksi', 'menang', 'kategori', 'filmdrama']"
kang dedi mulyadi cuba sebutin aktor gin drakor ya sender sih hong min gi,Mon May 05 01:57:33 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cuba', 'sebutin', 'aktor', 'gin', 'drakor', 'ya', 'sender', 'sih', 'hong', 'min', 'gi']"
kang dedi mulyadi resident playbook ep ayo kapal turun sender dorong,Mon May 05 00:34:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'ep', 'ayo', 'kapal', 'turun', 'sender', 'dorong']"
kang dedi mulyadi halo teman teman cari new moots nge hype spring of youth besok lets hype it together,Mon May 05 02:55:07 +0000 2025,"['kang', 'dedi', 'mulyadi', 'halo', 'teman', 'teman', 'cari', 'new', 'moots', 'nge', 'hype', 'spring', 'of', 'youth', 'besok', 'lets', 'hype', 'it', 'together']"
dunyanin en buyuk kulubu besiktas dedi koca bir nesli jkli yapacagim,Sun May 04 18:38:21 +0000 2025,"['dunyanin', 'en', 'buyuk', 'kulubu', 'besiktas', 'dedi', 'koca', 'bir', 'nesli', 'jkli', 'yapacagim']"
my take on dedi mulyadi biarin kontroversi gitu outputnya serendah ekspektasinya jawa barat,Mon May 05 02:51:28 +0000 2025,"['my', 'take', 'on', 'dedi', 'mulyadi', 'biarin', 'kontroversi', 'gitu', 'outputnya', 'serendah', 'ekspektasinya', 'jawa', 'barat']"
g kapok figure populis kaya gin gin dah dedi mulyadi konten ketemu keluarga kelas dll bupati n anggota dpr system beliau angkat hidup objek konten,Sun May 04 17:42:50 +0000 2025,"['g', 'kapok', 'figure', 'populis', 'kaya', 'gin', 'gin', 'dah', 'dedi', 'mulyadi', 'konten', 'ketemu', 'keluarga', 'kelas', 'dll', 'bupati', 'n', 'anggota', 'dpr', 'system', 'beliau', 'angkat', 'hidup', 'objek', 'konten']"
tempo bela rakyat abur fakta ubah mediatempopengkhianatbangsa pengkritiknyelekit dikontrolduit,Sun May 04 19:21:26 +0000 2025,"['tempo', 'bela', 'rakyat', 'abur', 'fakta', 'ubah', 'mediatempopengkhianatbangsa', 'pengkritiknyelekit', 'dikontrolduit']"
kaji mq pagi dzulqodah amaliah dalam ustadz h mulyadi al fadhil ssosi mpd,Sun May 04 22:05:23 +0000 2025,"['kaji', 'mq', 'pagi', 'dzulqodah', 'amaliah', 'dalam', 'ustadz', 'h', 'mulyadi', 'al', 'fadhil', 'ssosi', 'mpd']"
